Date,Name,Year,Letterboxd URI,title_original
2023-01-04,The Chinese Feast,1995,https://boxd.it/3gpQ,The Chinese Feast
2023-01-04,The Garden of Words,2013,https://boxd.it/5Ymq,The Garden of Words
2023-01-04,Young Detective Dee: Rise of the Sea Dragon,2013,https://boxd.it/6tz6,Young Detective Dee: Rise of the Sea Dragon
2023-02-12,Service,2008,https://boxd.it/1ZCG,Service
2023-02-13,Iria: Zeiram the Animation,1994,https://boxd.it/OmZu,Iria: Zeiram the Animation
2023-03-05,NARC,2002,https://boxd.it/1UPU,NARC
2023-03-07,Key the Metal Idol,1994,https://boxd.it/q0rC,Key the Metal Idol
2023-03-11,Cybernetics Guardian,1989,https://boxd.it/27i,Cybernetics Guardian
2023-03-17,A Chinese Ghost Story: The Tsui Hark Animation,1997,https://boxd.it/RZg,A Chinese Ghost Story: The Tsui Hark Animation
2023-03-18,Dragon's Heaven,1988,https://boxd.it/5aMe,Dragon's Heaven
2023-04-01,Prison on Fire,1987,https://boxd.it/w2C,Prison on Fire
2023-04-11,Cabeza de Vaca,1991,https://boxd.it/Yxe,Cabeza de Vaca
2023-05-20,The Thief of Bagdad,1940,https://boxd.it/1Sei,The Thief of Bagdad
2023-05-20,Johnny Mad Dog,2008,https://boxd.it/1Zz8,Johnny Mad Dog
2023-07-13,Dreams on Fire,2021,https://boxd.it/tyq0,Dreams on Fire
2023-07-18,"Lust, Caution",2007,https://boxd.it/244k,"Lust, Caution"
2023-07-25,Rock & Rule,1983,https://boxd.it/1C2K,Rock & Rule
2023-07-26,Cutie Honey,2004,https://boxd.it/1CHe,Cutie Honey
2023-08-17,The Apartment,1960,https://boxd.it/2aGE,The Apartment
2023-08-17,The Toxic Avenger,1984,https://boxd.it/1MAi,The Toxic Avenger
2023-09-20,The Admiral: Roaring Currents,2014,https://boxd.it/8J0U,The Admiral: Roaring Currents
2023-10-21,The Vourdalak,2023,https://boxd.it/DDdg,The Vourdalak
2023-11-04,Smugglers,2023,https://boxd.it/trRe,Smugglers
2023-11-06,Jallikattu,2019,https://boxd.it/kHjO,Jallikattu
2023-11-16,Kids Return,1996,https://boxd.it/1sfY,Kids Return
2023-11-21,The Day of the Beast,1995,https://boxd.it/1Vyg,The Day of the Beast
2023-12-04,The Cursed,2021,https://boxd.it/nms2,The Cursed
2023-12-13,The Survival of Kindness,2022,https://boxd.it/CKTw,The Survival of Kindness
2023-12-14,War and Peace,1967,https://boxd.it/1nRy,War and Peace
2023-12-19,"Girl, Interrupted",1999,https://boxd.it/25ds,"Girl, Interrupted"
2023-12-21,Robot Dreams,2023,https://boxd.it/vBZm,Robot Dreams
2023-12-29,Days of Being Wild,1990,https://boxd.it/1HbC,Days of Being Wild
2024-01-04,Doomed Megalopolis,1991,https://boxd.it/x18q,Doomed Megalopolis
2024-01-07,I'm Not Scared,2003,https://boxd.it/1w2O,I'm Not Scared
2024-01-14,The Lovers,1994,https://boxd.it/2sjI,The Lovers
2024-01-15,The Down-in-the-Hole Gang,1974,https://boxd.it/24Oi,The Down-in-the-Hole Gang
2024-01-24,Mononoke,2007,https://boxd.it/meNa,Mononoke
2024-01-24,The Idiots,1998,https://boxd.it/2amu,The Idiots
2024-01-24,The Kingdom,1994,https://boxd.it/1AZA,The Kingdom
2024-01-24,Dogville,2003,https://boxd.it/2a8W,Dogville
2024-01-24,Antichrist,2009,https://boxd.it/1Inu,Antichrist
2024-02-03,A Girl Walks Home Alone at Night,2014,https://boxd.it/7nZE,A Girl Walks Home Alone at Night
2024-02-05,The Dance of Reality,2013,https://boxd.it/4qFw,The Dance of Reality
2024-02-05,Endless Poetry,2016,https://boxd.it/aANs,Endless Poetry
2024-02-09,Orion and the Dark,2024,https://boxd.it/H2TW,Orion and the Dark
2024-02-09,Lost on Journey,2010,https://boxd.it/BH6,Lost on Journey
2024-02-28,Ride with the Devil,1999,https://boxd.it/1APq,Ride with the Devil
2024-03-15,"The Pig, the Snake and the Pigeon",2023,https://boxd.it/DAoU,"The Pig, the Snake and the Pigeon"
2024-03-20,Creation of the Gods I: Kingdom of Storms,2023,https://boxd.it/wllM,Creation of the Gods I: Kingdom of Storms
2024-04-09,The Chain Reaction,1980,https://boxd.it/fEk,The Chain Reaction
2024-04-10,Heresy,2024,https://boxd.it/Ki68,Heresy
2024-04-11,Zëiram,1991,https://boxd.it/1s6s,Zëiram
2024-04-11,The Ax,2005,https://boxd.it/1ebo,The Ax
2024-04-12,Gunhed,1989,https://boxd.it/20cO,Gunhed
2024-04-12,Bounce Ko Gals,1997,https://boxd.it/1sgC,Bounce Ko Gals
2024-04-22,Nomad,1982,https://boxd.it/4VI2,Nomad
2024-04-26,The Transgressor,1974,https://boxd.it/1300,The Transgressor
2024-05-13,Adagio,2023,https://boxd.it/CE5U,Adagio
2024-05-23,Kite,1998,https://boxd.it/1G8M,Kite
2024-05-28,Tigers Are Not Afraid,2017,https://boxd.it/bIww,Tigers Are Not Afraid
2024-05-28,Long Day's Journey Into Night,2018,https://boxd.it/hw1I,Long Day's Journey Into Night
2024-06-11,Labyrinth,1986,https://boxd.it/1POC,Labyrinth
2024-06-27,MirrorMask,2005,https://boxd.it/1NWk,MirrorMask
2024-07-13,Nacho Libre,2006,https://boxd.it/1YTG,Nacho Libre
2024-08-30,Alexander,2004,https://boxd.it/27K4,Alexander
2024-09-11,Special Section,1975,https://boxd.it/2MGi,Special Section
2024-11-09,Calamity,2020,https://boxd.it/lBQY,Calamity
2024-12-06,Ultraman: Rising,2024,https://boxd.it/vfFa,Ultraman: Rising
2024-12-29,Knit's Island,2023,https://boxd.it/FVze,Knit's Island
2025-01-06,RRR: Behind & Beyond,2024,https://boxd.it/RT3O,RRR: Behind & Beyond
2025-01-09,High and Low,1963,https://boxd.it/1RSc,High and Low
2025-01-09,"His Motorbike, Her Island",1986,https://boxd.it/9uk8,"His Motorbike, Her Island"
2025-01-27,A Dog Called... Vengeance,1977,https://boxd.it/3aC0,A Dog Called... Vengeance
2025-01-29,G.I. Samurai,1979,https://boxd.it/2zXA,G.I. Samurai
2025-02-06,Ne Zha,2019,https://boxd.it/mKSm,Ne Zha
2025-02-18,The Forbidden City,2025,https://boxd.it/GDXu,The Forbidden City
2025-02-21,Rigor Mortis,2013,https://boxd.it/6ipE,Rigor Mortis
2025-02-25,Metal Skin Panic MADOX-01,1987,https://boxd.it/a26,Metal Skin Panic MADOX-01
2025-03-11,1001 Nights,1998,https://boxd.it/XPc,1001 Nights
2025-03-30,The Three Burials of Melquiades Estrada,2005,https://boxd.it/20DK,The Three Burials of Melquiades Estrada
2025-04-24,The Reflecting Skin,1990,https://boxd.it/1CkY,The Reflecting Skin
2025-04-25,Eye for an Eye 2,2024,https://boxd.it/KWH4,Eye for an Eye 2
2025-06-13,We're the Millers,2013,https://boxd.it/4srQ,We're the Millers
2025-06-20,The Quiet Man,1952,https://boxd.it/25Iq,The Quiet Man
2025-06-20,Antarctica,1983,https://boxd.it/1HU8,Antarctica
2025-06-21,The Homesman,2014,https://boxd.it/7SXO,The Homesman
2025-06-25,The Day of the Locust,1975,https://boxd.it/23l0,The Day of the Locust
2025-06-25,Silent Movie,1976,https://boxd.it/1UXO,Silent Movie
2025-07-02,Angel Cop,1989,https://boxd.it/Oi1q,Angel Cop
2025-07-16,Hi-Five,2025,https://boxd.it/tQ18,Hi-Five
2025-07-17,When the Wind Blows,1986,https://boxd.it/1VdC,When the Wind Blows
2025-07-20,River,2023,https://boxd.it/H1sK,River
2025-07-26,The Taste of Others,2000,https://boxd.it/1VBY,The Taste of Others
2025-08-02,The War Game,1966,https://boxd.it/1tKe,The War Game
2025-08-29,I Am Frankelda,2025,https://boxd.it/GkEo,I Am Frankelda
2025-08-31,Ghost World,2001,https://boxd.it/28Dy,Ghost World
2025-09-08,Kin-dza-dza!,1986,https://boxd.it/1CMS,Kin-dza-dza!
2025-10-04,The Blade,1995,https://boxd.it/VSy,The Blade
2025-10-04,Inside Llewyn Davis,2013,https://boxd.it/34Ro,Inside Llewyn Davis
2025-10-16,Tracks,2013,https://boxd.it/67y6,Tracks
2025-10-16,Unbroken,2014,https://boxd.it/6IaA,Unbroken
2025-10-16,Angel Heart,1987,https://boxd.it/29WG,Angel Heart
2025-10-17,Bottoms,2023,https://boxd.it/uGf2,Bottoms
2025-10-18,Che: Part One,2008,https://boxd.it/1ZGe,Che: Part One
2025-10-23,Candyman,1992,https://boxd.it/1Ys6,Candyman
2025-10-30,No Other Choice,2025,https://boxd.it/nKiA,No Other Choice
2025-11-24,The Beasts,2022,https://boxd.it/w1L6,The Beasts
2025-11-30,The Nun,1966,https://boxd.it/WbK,The Nun
2025-12-10,Madame Tutli-Putli,2007,https://boxd.it/1cxW,Madame Tutli-Putli
2025-12-17,I Am What I Am,2021,https://boxd.it/vFx2,I Am What I Am
2025-12-21,Pixote,1980,https://boxd.it/XCs,Pixote
2026-01-07,Paperhouse,1988,https://boxd.it/Y50,Paperhouse
2026-01-08,Lighting Up the Stars,2022,https://boxd.it/zFts,Lighting Up the Stars
2026-01-09,Black Dog,2024,https://boxd.it/Lzqm,Black Dog
